132,1,0.008403361
132,2,0.02016129
132,170,0.009615385
132,73,0.017857143
132,7,0.023148148
132,9,0.04587156
132,74,0.029268293
132,10,0.012658228
132,11,0.118226601
132,12,0.129807692
132,98,0.035087719
132,15,0.020920502
132,77,0.014084507
132,153,0.161849711
132,87,0.191111111
132,78,0.036697248
132,79,0.051851852
132,141,0.103174603
132,54,0.007352941
132,64,0.021857923
132,56,0.131707317
132,171,0.009615385
132,82,0.175257732
132,55,0.023584906
132,35,0.041420118
132,58,0.093617021
132,172,0.009433962
132,22,0.034482759
132,23,0.020618557
132,84,0.205438066
132,59,0.025641026
132,26,0.171568627
132,6,0.026086957
132,86,0.051470588
132,40,0.025
132,164,0.077272727
132,166,0.037313433
132,89,0.185185185
132,90,0.074074074
132,61,0.030612245
132,133,0.066326531
132,91,0.017699115
132,88,0.037037037
132,92,0.228571429
132,173,0.009345794
132,93,0.132947977
132,94,0.009009009
132,49,0.010752688
132,25,0.041152263
132,60,0.040201005
132,174,0.009708738
132,143,0.00952381
132,136,0.008333333
132,97,0.159793814
132,41,0.026737968
132,76,0.240566038
132,157,0.162436548
132,99,0.075581395
1,2,0.011976048
1,6,0.042471042
1,7,0.030075188
1,9,0.051094891
1,74,0.016
1,10,0.019607843
1,11,0.007042254
1,49,0.009708738
1,14,0.027777778
1,76,0.011299435
1,15,0.025641026
1,153,0.017391304
1,175,0.05
1,64,0.01980198
1,141,0.057692308
1,54,0.081632653
1,55,0.031007752
1,84,0.006389776
1,56,0.006802721
1,58,0.035928144
1,22,0.008
1,23,0.036363636
1,17,0.043478261
1,26,0.006493506
1,86,0.035087719
1,87,0.005464481
1,164,0.026845638
1,166,0.026455026
1,89,0.005847953
1,176,0.1
1,61,0.026086957
1,133,0.008064516
1,94,0.076923077
1,139,0.052631579
1,25,0.011976048
1,12,0.013422819
1,40,0.034188034
1,41,0.018867925
42,20,0.010752688
42,149,0.166666667
42,5,0.005376344
18,13,0.032258065
18,158,0.01
18,165,0.007575758
50,86,0.023255814
50,2,0.006535948
50,6,0.007905138
50,7,0.008264463
50,74,0.009009009
50,10,0.007142857
50,60,0.009345794
50,133,0.009174312
50,58,0.012820513
50,22,0.027777778
50,41,0.010869565
50,64,0.023255814
63,2,0.006622517
63,73,0.083333333
63,7,0.008403361
63,9,0.007936508
63,74,0.009174312
63,10,0.007246377
63,60,0.00952381
63,61,0.01
63,58,0.006451613
63,22,0.009259259
63,23,0.010416667
63,41,0.011111111
63,64,0.011764706
63,15,0.007042254
65,86,0.024390244
65,2,0.006622517
65,6,0.003968254
65,49,0.011627907
65,60,0.00952381
65,137,0.5
65,23,0.010416667
65,25,0.006622517
65,48,0.010309278
65,94,0.1
65,54,0.028571429
170,90,0.022222222
170,88,0.083333333
170,79,0.023809524
170,89,0.012903226
170,92,0.006329114
170,82,0.0078125
170,87,0.005952381
170,76,0.006134969
170,99,0.023809524
170,153,0.02
170,93,0.010416667
170,84,0.003344482
170,78,0.076923077
170,26,0.007194245
170,157,0.007751938
72,62,0.125
72,48,0.010309278
159,62,0.125
159,48,0.010309278
159,49,0.011627907
177,48,0.010309278
177,49,0.011627907
19,5,0.047413793
19,52,0.034090909
19,178,0.016666667
19,165,0.021621622
19,13,0.047619048
19,101,0.011976048
19,16,0.289655172
19,45,0.030487805
19,20,0.271186441
19,149,0.016129032
19,167,0.019230769
19,32,0.015384615
19,158,0.162962963
19,144,0.021126761
19,44,0.017241379
19,140,0.042682927
19,43,0.017241379
19,34,0.272727273
19,145,0.03030303
19,126,0.022727273
19,37,0.0472103
19,102,0.025380711
19,46,0.021276596
56,2,0.040740741
56,3,0.007692308
56,73,0.021582734
56,7,0.0375
56,9,0.075630252
56,74,0.043668122
56,10,0.05511811
56,11,0.31443299
56,12,0.13362069
56,14,0.006756757
56,76,0.150197628
56,15,0.05019305
56,77,0.042424242
56,179,0.007692308
56,153,0.085308057
56,87,0.134099617
56,78,0.02173913
56,79,0.03030303
56,141,0.084415584
56,54,0.018518519
56,64,0.064356436
56,171,0.007575758
56,82,0.132743363
56,55,0.051502146
56,83,0.020833333
